b'female',21,27,b'0',6,8,8,8,8,6,15,20,20,15,15,15,6,8,8,8,7,6,9,7,7,6,5,0.14,2,4,7,6,b'0'
b'female',21,23,b'0',7,8,9,8,9,8,15,20,20,15,15,15,6,8,8,8,7,7,6,8,7,6,8,0.61,2,4,7,6,b'1'
b'female',21,24,b'0',8,7,9,6,9,7,15,20,20,15,15,15,6,8,8,8,7,5,6,7,7,6,6,0.21,2,4,6,6,b'1'
b'female',21,25,b'0',7,7,8,8,7,7,15,20,20,15,15,15,6,8,8,8,7,4,9,7,4,6,4,0.25,2,4,6,5,b'0'
b'female',21,30,b'0',3,6,7,5,8,7,15,20,20,15,15,15,6,8,8,8,7,7,6,7,4,6,7,0.34,2,4,6,5,b'0'
b'female',21,28,b'0',7,7,8,8,8,9,15,20,20,15,15,15,6,8,8,8,7,7,6,8,9,8,8,0.28,2,4,7,7,b'1'
b'female',21,24,b'0',6,6,6,6,6,6,15,20,20,15,15,15,6,8,8,8,7,5,6,6,8,10,8,-0.36,2,4,6,6,b'0'
b'female',24,27,b'1',8,7,6,9,7,4,45,5,25,20,0,5,7,5,10,8,3,5,7,8,4,6,3,0.29,5,3,6,4,b'0'
b'female',24,22,b'1',7,6,10,6,6,5,45,5,25,20,0,5,7,5,10,8,3,8,5,6,6,9,6,0.18,5,3,7,3,b'0'
b'female',24,22,b'0',10,10,10,10,10,10,45,5,25,20,0,5,7,5,10,8,3,5,8,9,6,3,4,0.1,5,3,6,7,b'0'
b'female',24,23,b'1',9,9,9,9,9,9,45,5,25,20,0,5,7,5,10,8,3,7,9,7,6,5,7,-0.21,5,3,7,8,b'1'
b'female',24,25,b'1',7,8,7,5,7,7,45,5,25,20,0,5,7,5,10,8,3,8,7,8,3,6,2,0.73,5,3,6,5,b'0'
b'female',24,30,b'1',5,3,4,3,5,3,45,5,25,20,0,5,7,5,10,8,3,7,5,9,6,7,9,0.6,5,3,8,7,b'0'
b'female',24,27,b'1',7,7,7,7,7,5,45,5,25,20,0,5,7,5,10,8,3,5,8,7,5,9,5,0.07,5,3,5,6,b'0'
b'female',24,28,b'1',8,6,9,9,8,7,45,5,25,20,0,5,7,5,10,8,3,7,6,8,9,4,5,0.11,5,3,5,6,b'1'
b'female',24,24,b'1',6,5,7,7,9,7,45,5,25,20,0,5,7,5,10,8,3,6,7,8,7,9,8,0.39,5,3,8,7,b'0'
b'female',25,22,b'1',6,7,10,6,6,5,35,10,35,10,10,0,8,9,8,9,8,9,7,9,8,9,7,-0.14,2,,8,7,b'0'
b'female',25,22,b'0',10,10,10,10,10,10,35,10,35,10,10,0,8,9,8,9,8,7,9,9,7,9,7,0.09,2,,8,7,b'0'
b'female',25,23,b'1',7,9,8,8,8,8,35,10,35,10,10,0,8,9,8,9,8,9,7,9,7,9,7,-0.04,2,,8,7,b'0'
b'female',25,24,b'0',6,10,8,6,,,35,10,35,10,10,0,8,9,8,9,8,9,10,10,10,10,10,-0.14,2,,9,,b'0'
b'female',25,25,b'1',7,6,6,6,6,6,35,10,35,10,10,0,8,9,8,9,8,8,10,10,7,9,9,-0.3,2,,8,,b'0'
b'female',25,30,b'1',6,3,5,4,5,4,35,10,35,10,10,0,8,9,8,9,8,8,9,10,7,7,9,-0.26,2,,8,7,b'0'
b'female',25,27,b'1',4,5,6,4,6,4,35,10,35,10,10,0,8,9,8,9,8,7,9,9,8,9,7,0.29,2,,8,7,b'0'
b'female',25,28,b'1',7,7,6,8,7,7,35,10,35,10,10,0,8,9,8,9,8,9,9,9,9,9,9,-0.15,2,,9,7,b'0'
b'female',25,24,b'1',5,6,8,5,8,6,35,10,35,10,10,0,8,9,8,9,8,8,7,9,7,9,7,-0.47,2,,8,7,b'0'
b'female',23,27,b'1',6,7,8,7,7,5,20,20,20,20,10,10,7,8,9,7,8,4,10,8,5,8,7,-0.18,2,2,6,7,b'0'
b'female',23,22,b'0',10,10,10,10,10,10,20,20,20,20,10,10,7,8,9,7,8,4,7,8,8,6,7,0.05,2,2,4,1,b'0'
b'female',23,24,b'0',8,8,9,8,8,9,20,20,20,20,10,10,7,8,9,7,8,6,9,8,9,8,9,0.21,2,2,7,7,b'0'
b'female',23,25,b'1',6,6,7,7,8,7,20,20,20,20,10,10,7,8,9,7,8,5,10,8,4,8,2,0.37,2,2,4,3,b'0'
b'female',23,30,b'1',7,6,3,5,6,5,20,20,20,20,10,10,7,8,9,7,8,7,10,10,7,10,5,0.35,2,2,5,1,b'0'
b'female',23,27,b'1',6,7,8,6,6,5,20,20,20,20,10,10,7,8,9,7,8,5,9,9,5,9,7,0.15,2,2,6,6,b'0'
b'female',23,28,b'1',7,7,7,10,9,10,20,20,20,20,10,10,7,8,9,7,8,9,8,10,10,7,8,-0.47,2,2,8,8,b'1'
b'female',23,24,b'1',7,8,8,7,8,7,20,20,20,20,10,10,7,8,9,7,8,8,9,10,10,8,8,-0.19,2,2,10,8,b'0'
b'female',21,27,b'1',6,8,8,8,7,6,20,5,25,25,10,15,6,3,6,10,8,5,8,8,2,2,2,-0.43,10,,7,5,b'0'
b'female',21,24,b'0',5,9,9,7,9,5,20,5,25,25,10,15,6,3,6,10,8,6,7,7,5,4,8,-0.16,10,,7,4,b'0'
b'female',21,25,b'1',5,8,7,7,7,7,20,5,25,25,10,15,6,3,6,10,8,5,6,7,5,7,8,0.06,10,,7,3,b'0'
b'female',21,30,b'1',2,3,4,4,5,3,20,5,25,25,10,15,6,3,6,10,8,6,6,8,5,5,6,-0.05,10,,6,3,b'0'
b'female',21,27,b'1',5,5,6,5,5,5,20,5,25,25,10,15,6,3,6,10,8,5,5,7,6,7,5,0.07,10,,6,4,b'0'
b'female',21,28,b'1',5,9,9,9,9,6,20,5,25,25,10,15,6,3,6,10,8,7,5,7,8,7,9,-0.13,10,,9,4,b'1'
b'female',21,24,b'1',3,10,7,7,10,5,20,5,25,25,10,15,6,3,6,10,8,9,6,7,9,6,5,-0.06,10,,10,3,b'0'
b'female',23,27,b'0',7,9,8,9,8,4,10,25,20,25,5,15,5,7,8,9,5,6,9,7,6,7,6,0.33,3,4,6,6,b'0'
b'female',23,22,b'0',6,8,10,6,7,6,10,25,20,25,5,15,5,7,8,9,5,6,9,9,6,8,2,0.37,3,4,7,6,b'0'
b'female',23,23,b'0',6,8,8,7,9,8,10,25,20,25,5,15,5,7,8,9,5,8,6,7,8,2,8,0.12,3,4,9,4,b'1'
b'female',23,25,b'0',6,6,8,8,8,7,10,25,20,25,5,15,5,7,8,9,5,3,7,6,1,1,1,0.19,3,4,2,2,b'0'
b'female',23,30,b'0',5,6,8,4,5,4,10,25,20,25,5,15,5,7,8,9,5,8,8,8,8,3,4,0.47,3,4,8,7,b'0'
b'female',23,27,b'0',6,7,8,7,8,5,10,25,20,25,5,15,5,7,8,9,5,4,8,9,2,8,3,0.03,3,4,5,5,b'0'
b'female',23,28,b'0',6,7,7,6,6,6,10,25,20,25,5,15,5,7,8,9,5,7,6,8,8,6,9,0.46,3,4,9,6,b'1'
b'female',23,24,b'0',7,10,10,6,10,7,10,25,20,25,5,15,5,7,8,9,5,8,9,9,9,10,7,0.43,3,4,9,8,b'0'
b'female',22,27,b'0',7,8,8,8,7,7,15,15,25,20,15,10,6,6,5,7,7,4,8,8,5,7,4,0.19,3,2,7,4,b'0'
b'female',22,25,b'0',8,8,8,6,6,6,15,15,25,20,15,10,6,6,5,7,7,4,8,7,4,5,4,0.59,3,2,5,5,b'0'
b'female',22,30,b'0',7,6,5,4,4,3,15,15,25,20,15,10,6,6,5,7,7,7,7,8,7,7,7,0.31,3,2,8,7,b'0'
